Actor_Name,Number_of_Movies,Average_Revenue,Star_Power_Score
Alice Hirose,1,145382.0,211443983.92796037
John Magaro,1,144894.0,211443902.59462702
Jennifer Landon,1,144420.0,211443823.59462702
Artel Great,1,144008.0,211443754.92796037
Joana Metrass,1,143837.0,211443726.42796037
David Castañeda,1,143837.0,211443726.42796037
Don Baldaramos,1,138450.0,211442828.59462702
Santino Barnard,1,138450.0,211442828.59462702
Malea Emma Tjandrawidjaja,1,131465.0,211441664.42796037
Deirdre O'Connell,1,130493.0,211441502.42796037
James Tupper,1,130493.0,211441502.42796037
Michael Daniel,1,130023.0,211441424.09462702
Rachel Johnson,1,130023.0,211441424.09462702
Aurora Lowe,1,130023.0,211441424.09462702
George Gaynes,1,126247.0,211440794.76129368
Sara Klimoska,1,125000.0,211440586.92796037
Mary Grace,1,124561.0,211440513.76129368
Masashi Nagadoi,1,124561.0,211440513.76129368
Jah Shams,1,124561.0,211440513.76129368
Matthew Reese,1,124358.0,211440479.92796037
Carlos Leon,1,124048.0,211440428.26129368
Amelia Warner,1,124048.0,211440428.26129368
Kaniehtiio Horn,1,121067.0,211439931.42796037
Shinpachi Tsuji,1,112536.0,211438509.59462702
Natalie Eva Marie,1,111523.0,211438340.76129368
Christos Stergioglou,1,110197.0,211438119.76129368
Hristos Passalis,1,110197.0,211438119.76129368
Michele Valley,1,110197.0,211438119.76129368
Turi Ferro,1,109133.0,211437942.42796037
Cynthia Rothrock,1,108154.0,211437779.26129368
Max Thayer,1,108154.0,211437779.26129368
Loren Avedon,1,108154.0,211437779.26129368
Per Frisch,1,106270.0,211437465.26129368
Iben Akerlie,1,106270.0,211437465.26129368
Emily Baldoni,1,102617.0,211436856.42796037
Nicholas Brendon,1,102617.0,211436856.42796037
Payman Maadi,1,101053.0,211436595.76129368
Lane Garrison,1,101053.0,211436595.76129368
Mark-Paul Gosselaar,1,100659.0,211436530.09462702
Lane Hughes,1,100345.0,211436477.76129368
Madeleine Martin,1,98157.0,211436113.09462702
Lena Hope,1,98157.0,211436113.09462702
Moa Gammel,1,98157.0,211436113.09462702
Sara Foster,1,96793.0,211435885.76129368
Machiko Kyō,1,96568.0,211435848.26129368
Lala Kent,1,95813.0,211435722.42796037
Matthew Ninaber,1,95384.0,211435650.92796037
Owen Myre,1,95384.0,211435650.92796037
Nita-Josee Hanna,1,95384.0,211435650.92796037
Eloise Smyth,1,94909.0,211435571.76129368
Luke Kleintank,1,94909.0,211435571.76129368
Martin McDougall,1,94583.0,211435517.42796037
Donovan Colan,1,93434.0,211435325.92796037
Emmanuel Nii Adom Quaye,1,90777.0,211434883.09462702
Abraham Attah,1,90777.0,211434883.09462702
Nao Omori,1,80631.0,211433192.09462702
Shinya Tsukamoto,1,80631.0,211433192.09462702
Dean Andrews,1,77542.0,211432677.26129368
Ruth Bradley,1,77542.0,211432677.26129368
Laetitia Dosch,1,75167.0,211432281.42796037
Sergei Polunin,1,75167.0,211432281.42796037
Stéphanie Cléau,1,74701.0,211432203.76129368
Carmen Iriondo,1,74701.0,211432203.76129368
Tawny Sunshine Glover,1,71368.0,211431648.26129368
Julia Sarah Stone,1,70459.0,211431496.76129368
Carlee Ryski,1,70459.0,211431496.76129368
Landon Liboiron,1,70459.0,211431496.76129368
Noel Clarke,1,68260.0,211431130.26129368
Isabel Bassett,1,68152.0,211431112.26129368
Gbenga Akinnagbe,1,65829.0,211430725.09462702
Gemma-Leah Devereux,1,63555.0,211430346.09462702
Tommy Knight,1,63555.0,211430346.09462702
Rick Fox,1,56191.0,211429118.76129368
Grace Byers,1,55429.0,211428991.76129368
Nobuo Kaneko,1,55240.0,211428960.26129368
Haruo Tanaka,1,55240.0,211428960.26129368
Kent McCord,1,54207.0,211428788.09462702
J. Trevor Edmond,1,54207.0,211428788.09462702
Melinda Clarke,1,54207.0,211428788.09462702
Delia Casanova,1,52000.0,211428420.26129368
Devon Graye,1,47552.0,211427678.92796037
Teresa Mo,1,46855.0,211427562.76129368
Wong Jing,1,46855.0,211427562.76129368
Noa Dior Rucker,1,46000.0,211427420.26129368
Jamila Gray,1,46000.0,211427420.26129368
Sarah Manninen,1,45250.0,211427295.26129368
Jonas Chernick,1,45250.0,211427295.26129368
Emily Hampshire,1,45250.0,211427295.26129368
Aleksandr Antonov,1,45100.0,211427270.26129368
Vladimir Barsky,1,45100.0,211427270.26129368
Cynthia Nixon,1,44852.0,211427228.92796037
Francis Chapman,1,44291.0,211427135.42796037
Sasheer Zamata,1,43840.0,211427060.26129368
Jessica Alexander,1,42195.0,211426786.09462702
Kota Eberhardt,1,40958.0,211426579.92796037
François Périer,1,39481.0,211426333.76129368
Nathalie Delon,1,39481.0,211426333.76129368
Cody Kearsley,1,39328.0,211426308.26129368
Darius Williams-Watt,1,39296.0,211426302.92796037
Joe Bistaveous,1,39296.0,211426302.92796037
Kate Rasmussen,1,39296.0,211426302.92796037
Sofie Torp,1,39200.0,211426286.92796037
Miyoko Shoji,1,37641.0,211426027.09462702
Jocelyn DeBoer,1,37473.0,211425999.09462702
Ørjan Gamst,1,37473.0,211425999.09462702
Del Negro,1,37041.0,211425927.09462702
Helena Rojo,1,37041.0,211425927.09462702
Willie Nelson,1,36497.0,211425836.42796037
Jeffrey Nordling,1,36497.0,211425836.42796037
Caitlin Custer,1,34265.0,211425464.42796037
Sarah Hay,1,34265.0,211425464.42796037
Sebastian Pigott,1,33673.0,211425365.76129368
Erika Linder,1,33673.0,211425365.76129368
Natalie Krill,1,33673.0,211425365.76129368
John James Uy,1,31307.0,211424971.42796037
Max Eigenmann,1,31307.0,211424971.42796037
Yam Concepcion,1,31307.0,211424971.42796037
Michael Stoyanov,1,29296.0,211424636.26129368
Meg Fraser,1,28037.0,211424426.42796037
Ben O'Toole,1,28037.0,211424426.42796037
Caroline Craig,1,28037.0,211424426.42796037
Jon Goiri,1,27833.0,211424392.42796037
Jaione Insausti,1,27833.0,211424392.42796037
Andre Royo,1,27322.0,211424307.26129368
Leonardo Lima Carvalho,1,27312.0,211424305.59462702
Seu Jorge,1,27312.0,211424305.59462702
Kevin de Paula,1,27312.0,211424305.59462702
Hannah Gross,1,26747.0,211424211.42796037
Jonathan Cherry,1,24322.0,211423807.26129368
Major Dodge,1,23800.0,211423720.26129368
Larry Fessenden,1,23665.0,211423697.76129368
Fabianne Therese,1,23665.0,211423697.76129368
Iván González,1,23589.0,211423685.09462702
Erik Audé,1,23589.0,211423685.09462702
Craig Roberts,1,22836.0,211423559.59462702
Paolo Bonacelli,1,22017.0,211423423.09462702
Giorgio Cataldi,1,22017.0,211423423.09462702
Umberto P. Quintavalle,1,22017.0,211423423.09462702
Dominic Monaghan,1,22003.0,211423420.76129368
Ksenia Solo,1,22003.0,211423420.76129368
Hannah Al Rashid,1,21833.0,211423392.42796037
Kelsy Abbott,1,21833.0,211423392.42796037
Mod Sun,1,21348.0,211423311.59462702
Kristin Cavallari,1,20543.0,211423177.42796037
Alexis Bledel,1,20440.0,211423160.26129368
Gustav von Wangenheim,1,19054.0,211422929.26129368
Max Schreck,1,19054.0,211422929.26129368
Greta Schröder,1,19054.0,211422929.26129368
Jeong Man-sik,1,19004.0,211422920.92796037
Loredana Nusciak,1,17277.0,211422633.09462702
José Bódalo,1,17277.0,211422633.09462702
Bree Olson,1,16184.0,211422450.92796037
Aya Uchida,1,15712.0,211422372.26129368
Celina Martin,1,15575.0,211422349.42796037
Jean Lenauer,1,15063.0,211422264.09462702
Wallace Shawn,1,15063.0,211422264.09462702
Andre Gregory,1,15063.0,211422264.09462702
Rachel Melvin,1,14947.0,211422244.76129368
Lexi Atkins,1,14947.0,211422244.76129368
Cortney Palm,1,14947.0,211422244.76129368
Brett Donahue,1,14097.0,211422103.09462702
Charlotte Sullivan,1,14097.0,211422103.09462702
Diego Klattenhoff,1,14097.0,211422103.09462702
Isuzu Yamada,1,13422.0,211421990.59462702
John Brumpton,1,12302.0,211421803.92796037
Robin McLeavy,1,12302.0,211421803.92796037
Magdalena Koleśnik,1,11546.0,211421677.92796037
Julian Świeżewski,1,11546.0,211421677.92796037
Daniel Eric Gold,1,11239.0,211421626.76129368
Lorraine Nicholson,1,11239.0,211421626.76129368
J.R. Villarreal,1,9195.0,211421286.09462702
Fernanda Romero,1,9195.0,211421286.09462702
Friedrich Fehér,1,8811.0,211421222.09462702
Conrad Veidt,1,8811.0,211421222.09462702
Werner Krauß,1,8811.0,211421222.09462702
Stanislas Merhar,1,8573.0,211421182.42796037
Lannick Gautry,1,8573.0,211421182.42796037
Beth Riesgraf,1,8019.0,211421090.09462702
Martin Starr,1,8019.0,211421090.09462702
Jack Kesy,1,8019.0,211421090.09462702
Kang Sung-pil,1,8000.0,211421086.92796037
Lee Seung-chae,1,8000.0,211421086.92796037
Darrin Bragg,1,7556.0,211421012.92796037
Reid Warner,1,7556.0,211421012.92796037
Frank Novak,1,7556.0,211421012.92796037
Bodil Jørgensen,1,7235.0,211420959.42796037
Jens Albinus,1,7235.0,211420959.42796037
Anne Louise Hassing,1,7235.0,211420959.42796037
Duane Whitaker,1,6374.0,211420815.92796037
Alexandra Park,1,6158.0,211420779.92796037
Jan Cornet,1,6009.0,211420755.09462702
Miquel Fernández,1,6009.0,211420755.09462702
Luke Benward,1,5444.0,211420660.92796037
Diane Gaidry,1,5382.0,211420650.59462702
Erin Kelly,1,5382.0,211420650.59462702
Laura Breckenridge,1,5382.0,211420650.59462702
Leigh-Allyn Baker,1,5199.0,211420620.09462702
Markie Post,1,5199.0,211420620.09462702
Logan Shroyer,1,5199.0,211420620.09462702
Anna Hutchison,1,4526.0,211420507.92796037
Cecilia Cheung,1,2984.0,211420250.92796037
Srđan Todorović,1,1541.0,211420010.42796037
Jelena Gavrilović,1,1541.0,211420010.42796037
Sergej Trifunović,1,1541.0,211420010.42796037
Ernie Sabella,1,1465.0,211419997.76129368
José Ferrer,1,854.0,211419895.92796037
Kristine DeBell,1,854.0,211419895.92796037
Debi Mazar,1,303.0,211419804.09462702
Dominique Blanc,1,126.0,211419774.59462702
Troy Ogletree,1,43.0,211419760.76129368
Tim Ogletree,1,43.0,211419760.76129368
Dave Sheridan,1,43.0,211419760.76129368
Irene Olga López,1,10.0,211419755.26129368
Makenzie Vega,1,10.0,211419755.26129368
Tae Joo,1,7.0,211419754.76129368
Marshall M,1,1.0,211419753.76129368
Trey M,1,1.0,211419753.76129368
Jeff Strip,1,1.0,211419753.76129368
Ciara Bravo,1,0.0,211419753.59462702
Michael Chmiel,1,0.0,211419753.59462702
Cliff Potts,1,0.0,211419753.59462702
Asaka Seto,1,0.0,211419753.59462702
Caitlin Carmichael,1,0.0,211419753.59462702
Mehcad Brooks,1,0.0,211419753.59462702
Rob Morgan,1,0.0,211419753.59462702
John Phillip Law,1,0.0,211419753.59462702
Samantha Sloyan,1,0.0,211419753.59462702
Tracy Stratford,1,0.0,211419753.59462702
Aki Aleong,1,0.0,211419753.59462702
Lucy Ameh,1,0.0,211419753.59462702
Ali Nuhu,1,0.0,211419753.59462702
Rosie Traynor,1,0.0,211419753.59462702
Julian Looman,1,0.0,211419753.59462702
David Pledger,1,0.0,211419753.59462702
Randeep Hooda,1,0.0,211419753.59462702
Rudhraksh Jaiswal,1,0.0,211419753.59462702
Anita Pallenberg,1,0.0,211419753.59462702
John Ralston,1,0.0,211419753.59462702
Jenna Kanell,1,0.0,211419753.59462702
Laurence Leboeuf,1,0.0,211419753.59462702
Munro Chambers,1,0.0,211419753.59462702
Jay Paulson,1,0.0,211419753.59462702
Samantha Scaffidi,1,0.0,211419753.59462702
Jasmine Guy,1,0.0,211419753.59462702
Marie Maser,1,0.0,211419753.59462702
Christopher Shea,1,0.0,211419753.59462702
Peter Robbins,1,0.0,211419753.59462702
Ferdia Shaw,1,0.0,211419753.59462702
Lara McDonnell,1,0.0,211419753.59462702
Sean O'Bryan,1,0.0,211419753.59462702
Earl of Carrick,1,0.0,211419753.59462702
Alex Meraz,1,0.0,211419753.59462702
Gralen Bryant Banks,1,0.0,211419753.59462702
James Douglas,1,0.0,211419753.59462702
Ellen Muth,1,0.0,211419753.59462702
Clarion Chukwurah-Abiola,1,0.0,211419753.59462702
Mike Giannelli,1,0.0,211419753.59462702
Simone Griffeth,1,0.0,211419753.59462702
Fred Hechinger,1,0.0,211419753.59462702
Michaela Schaffrath,1,0.0,211419753.59462702
Teo Inama Chiabrando,1,0.0,211419753.59462702
Martín Miller,1,0.0,211419753.59462702
Joaquín Arana,1,0.0,211419753.59462702
Martin Sharpe,1,0.0,211419753.59462702
Sophie van Winden,1,0.0,211419753.59462702
Eva Habermann,1,0.0,211419753.59462702
Larry Roberts,1,0.0,211419753.59462702
Peggy Lee,1,0.0,211419753.59462702
Ryder Allen,1,0.0,211419753.59462702
Omid Memar,1,0.0,211419753.59462702
Barbara Luddy,1,0.0,211419753.59462702
Casey Dubois,1,0.0,211419753.59462702
Iain Belcher,1,0.0,211419753.59462702
Mark Frost,1,0.0,211419753.59462702
Andrea Brooks,1,0.0,211419753.59462702
Michelle Thrush,1,0.0,211419753.59462702
Aylin Tezel,1,0.0,211419753.59462702
Amber Midthunder,1,0.0,211419753.59462702
Dakota Beavers,1,0.0,211419753.59462702
Michael Nouri,2,105605781.0,211390011.93825173
Erika Christensen,3,140857259.0,211386287.32097027
Ricki Lake,2,105352098.0,211317531.08110887
Rowan Atkinson,6,175965211.83333334,211300890.23343292
Xu Qing,2,105152616.8,211260536.45253742
David Arquette,9,187635126.60000002,211231047.21198303
Scarlett Johansson,23,201996938.973913,211230289.92742005
Keke Palmer,3,140366162.33333334,211202126.07097027
Jake Horowitz,2,104676672.9,211124552.48110887
Lindsay Lohan,8,184440783.05,211080368.15136632
Izaac Wang,2,104420566.5,211051379.223966
Danny Glover,14,195770341.3,211015963.14567167
Garrett Hedlund,4,157611834.25,210996206.5075291
Laia Costa,2,104172095.3,210980387.45253742
Dylan Minnette,3,139551347.0,210896570.32097027
Ed Lauter,2,103837691.5,210884843.5096803
Luis Tosar,4,157336160.0,210873684.61864024
Chris Cooper,8,184069430.675,210851843.6129048
Candice Bergen,3,139405773.79999998,210841980.37097025
Nicole Beharie,3,139217995.06666666,210771563.34597027
Peter Gallagher,2,103399341.5,210759600.65253744
Owen Wilson,32,203969340.375,210690200.36669627
Mélanie Laurent,8,183774390.3,210670280.3052125
Warren Beatty,4,156869824.25,210666424.28530687
Josh Lawson,2,102820743.0,210594286.79539457
Treat Williams,6,174513781.13333333,210509200.76070565
Debbie Harry,2,102471808.0,210494591.08110887
Bill Pullman,10,188879270.12,210487414.85118413
Ray Stevenson,6,174307323.20000002,210396587.3425238
Constance Wu,3,138047356.0,210332573.69597027
Katherine Heigl,11,190517217.03636363,210262994.31048512
Queen Latifah,12,192146745.70000002,210251733.52751547
Rip Torn,2,101429850.7,210196888.9953946
Andi Matichak,7,178790520.1142857,210004346.86398017
Sarah Snook,4,155372479.5,210000937.72975135
Jai Courtney,6,173529210.23333332,209972162.08797836
Jenna Elfman,2,100568276.5,209950724.93825173
François Berléand,4,155153386.75,209903563.17419577
Gideon Adlon,3,136887930.93333334,209897789.29597026
Bianca Bree,2,100203499.69999999,209846502.9953946
Quinton Jackson,2,100015799.1,209792874.25253743
Tadanobu Asano,5,165838784.92000002,209771244.61677623
Marta Etura,3,136480611.6,209745044.54597026
Andy Devine,3,136257591.66666666,209661412.07097027
Ane Dahl Torp,2,99189332.0,209556740.79539457
Jonas Hoff Oftebro,2,99189332.0,209556740.79539457
Kristoffer Joner,2,99189332.0,209556740.79539457
John Belushi,2,99122546.5,209537659.223966
Charles Napier,3,135776263.0,209480913.82097027
Linda Kozlowski,4,154155298.0,209459968.17419577
Pierce Brosnan,23,199823889.9043478,209445285.33456293
James Rebhorn,2,98319272.9,209308152.48110887
Tchéky Karyo,4,153787182.05,209296361.08530688
Mary McCormack,2,98120755.0,209251433.08110887
Finn Wolfhard,4,153541416.5,209187131.95197356
Margot Robbie,15,194223915.41333333,209093862.6383881
Michael Dudikoff,4,153080648.7,208982346.26308465
Rob Huebel,2,97178660.6,208982263.25253743
Tyler Mane,3,134401496.66666666,208965376.44597027
P.J. Soles,3,134401496.66666666,208965376.44597027
Zach Galligan,2,96960927.5,208920053.79539457
Janet Jackson,2,96879199.0,208896702.79539457
Jerry Reed,2,96435027.0,208769796.5096803
Elena Anaya,5,163639014.56,208671359.43677622
Doug E. Doug,2,95865610.0,208607105.93825173
Mila Kunis,16,194475709.925,208577613.3508458
Paul Reubens,3,133286310.26666667,208547181.54597026
Amanda Tapping,2,95477722.0,208496280.79539457
Christopher Judge,2,95477722.0,208496280.79539457
Ben Browder,2,95477722.0,208496280.79539457
Craig Bierko,2,95260737.0,208434285.08110887
Michaela Watkins,2,94916703.9,208335989.9096803
Harris Dickinson,5,162948913.0,208326308.6567762
Teri Hatcher,2,94722835.5,208280598.93825173
Marsha Thomason,2,94586717.0,208241707.93825173
Aaron Kwok,7,175754545.74285716,208233361.8139802
Jeff Daniel Phillips,2,94376729.2,208181711.423966
Vinessa Shaw,3,132305341.60000001,208179318.29597026
Paddy Considine,2,94249090.8,208145243.30968028
Sean Connery,25,199024396.57599998,208137614.53225875
Bruce Willis,78,205166849.10000002,208090756.04057547
Michelle Williams,15,192877685.22666666,208084189.99838808
Liza Minnelli,2,94015914.7,208078621.56682315
Aidan Quinn,2,93951286.5,208060156.36682314
Simon Helberg,2,93771171.2,208008694.85253742
Maria Yi,2,93760778.0,208005725.36682314
Jennifer Beals,4,150854691.15,207993031.796418
Shin Ha-kyun,3,131588099.60000001,207910352.54597026
Teresa Ruiz,3,131410041.93333334,207843580.92097026
Bryan Greenberg,2,93022103.0,207794675.36682314
Jere Burns,2,92996161.2,207787263.423966
Jonah Bobo,2,92622250.2,207680431.7096803
Zooey Deschanel,8,178894367.375,207667189.27444324
David Thewlis,8,178852596.35000002,207641484.0282894
Jessie Buckley,5,161549411.92000002,207626558.11677623
Peter Simonischek,2,92371816.2,207608879.13825172
Nastassja Kinski,4,149841625.9,207542780.57419577
Sam Claflin,10,184379422.38000003,207487516.35785082
Marc Blucas,3,130405564.0,207466901.69597027
Anjelica Huston,9,181678379.5111111,207401709.7976973
Tyler Perry,5,161081770.0,207392737.1567762
Mayumi Tanaka,30,199647444.30666664,207369767.16479316
Greg Kriek,2,91516620.0,207364537.36682314
John Ortiz,2,91045821.5,207230023.5096803
Kim In-ae,3,129635572.53333335,207178154.89597028
Heath Ledger,10,183908655.2,207173671.57118413
Alessandro Nivola,5,160586051.64000002,207144877.9767762
Dylan Walsh,2,90624947.0,207109773.65253744
Minako Kotobuki,3,129260100.26666667,207037352.79597026
Gabrielle Union,6,167995792.56666666,206953934.26979655
Kevin Janssens,3,128815920.73333333,206870785.47097027
Lynn Hung,2,89569203.5,206808132.65253744
Grace Jones,2,89513980.0,206792354.5096803
Jang Dong-gun,6,167696348.76666668,206790601.28797835
Christopher Walken,15,191148600.64,206787376.55838808
Jon Heder,4,148139708.05,206786372.64086246
Rutger Hauer,10,183316030.44,206778588.3978508
Courtney B. Vance,2,89459890.0,206776900.223966
Zhang Jin,2,89431133.5,206768684.08110887
Amanda Schull,2,89334735.5,206741141.79539457
Claire Foy,6,167537500.03333333,206703956.524342
Jamel Debbouze,2,89063988.0,206663785.36682314
Ellen Barkin,5,159309730.52,206506717.4167762
Billy Howle,2,88417347.4,206479030.9096803
Carmen Machi,5,159181939.44,206442821.87677622
Ana de la Reguera,2,88123493.5,206395072.65253744
Laurence Fishburne,18,193161292.95555556,206322686.72903314
Umut Kurt,2,87668623.5,206265109.79539457
Miray Daner,2,87668623.5,206265109.79539457
Burak Dakak,2,87668623.5,206265109.79539457
Mykelti Williamson,4,146912081.4,206240760.796418
Brenton Thwaites,9,179855582.04444444,206229911.42626873
Leigh Whannell,3,126857341.66666667,206136318.32097027
Nicholas D'Agosto,2,86805133.5,206018398.36682314
Donnie Wahlberg,2,86769877.0,206008325.08110887
Eddie Griffin,5,158176333.32,205940018.81677622
Olivia DeJonge,3,126236232.66666667,205903402.44597027
Liu Yifei,3,126207347.66666667,205892570.57097027
Colm Feore,4,146124059.1,205890528.66308466
Jason Bateman,16,190939898.6375,205883661.89370292
Felicity Jones,11,183983840.94545457,205771298.24798515
Aaron Taylor-Johnson,8,175775728.125,205748026.65905863
Garret Dillahunt,5,157778062.72,205740883.5167762
James Cromwell,6,165765934.5,205737648.05161473
Miriam Leone,3,125724797.66666667,205711614.32097027
Kevin Sorbo,5,157688154.76000002,205695929.5367762
Gregg Henry,2,85214030.5,205563797.5096803
Jada Pinkett Smith,5,157347613.6,205525658.9567762
Adam Rayner,2,84996841.5,205501743.5096803
Joel Kinnaman,4,145249190.8,205501698.30752912
Trine Dyrholm,2,84661647.3,205405973.73825172
Amy Seimetz,2,84639791.0,205399729.08110887
Denise Crosby,2,84639791.0,205399729.08110887
Fred Gwynne,2,84639791.0,205399729.08110887
Louis Garrel,2,84544732.7,205372569.56682315
Camille Rowe,2,84453786.9,205346585.05253744
Jenny Wright,2,84022123.9,205223252.76682314
Seamus Davey-Fitzpatrick,2,83936507.5,205198790.93825173
